parent2_code,parent2_name_EN
W37,"Contact with bursting of tyre, inner tube or other pressurized item"
W38,Contact with bursting pressurized engine part
W39,Contact with bursting pressurized boiler or pipe
W40,Contact with bursting pressurized steam pipe
W41,Contact with bursting other and unspecified pressurized vessel
W42,Contact with high pressure air (pneumatic) line
W43,Contact with high pressure water jet
W44,Foreign body entering into or through natural orifice
W45,Foreign body or object entering through skin
W49,Exposure to other and unspecified inanimate mechanical forces
W50,Exposure to forces of an animate mechanical nature
W51,Accidental striking by another person
W52,"Crushed, pushed, or jammed by crowd or human stampede"
W53,Bitten by rat
W54,Bitten or struck by dog
W55,Bitten or struck by other mammals
W56,Contact with nonvenomous marine animal
W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W58,Bitten or stung by crocodile or alligator
W59,Contact with other and unspecified animal
W60,Contact with non-domestic animal
W64,Other exposure to animate mechanical forces
W65,Drowning and submersion while bathing
W66,Drowning and submersion following fall into swimming-pool
W67,Drowning and submersion following fall into natural water
W69,Other specified drowning and submersion
W70,Drowning and submersion unspecified
W76,Other specified accidental mechanical asphyxia
W77,"Accidental mechanical asphyxia, unspecified"
W78,Inhalation of gastric contents
W79,Inhalation of food causing obstruction of respiratory tract
W80,Inhalation of other objects causing obstruction of respiratory tract
W81,Accidental confinement or entrapment in environment lacking oxygen
W83,Other and unspecified threats to breathing
W84,"Other and unspecified threats to breathing, not elsewhere classified"
W85,Exposure to electric transmission lines
W86,Exposure to other specified electric current
W87,Exposure to unspecified electric current
W88,Exposure to ionizing radiation
W89,Exposure to man-made visible and ultraviolet light
W90,Exposure to excessive heat of man-made origin
W91,Exposure to other specified type of radiation
W92,"Exposure to excessive heat, man-made"
W93,"Exposure to excessive cold, man-made"
W94,Exposure to high and low air pressure and changes in air pressure
W99,Exposure to other and unspecified man-made environmental factors
X00,"Exposure to uncontrolled fire, not in building or structure"
X03,"Exposure to uncontrolled fire, other building or structure"
X04,Exposure to uncontrolled fire in building or structure
X08,"Exposure to other specified smoke, fire and flames"
X09,"Exposure to unspecified smoke, fire and flames"
X10,"Contact with hot drinks, food, fats and cooking oil"
X11,Contact with hot water pipes and appliances
X12,Contact with hot tap-water
X13,Contact with steam and hot vapours
X15,Contact with hot liquids
X16,"Contact with hot heating appliances, radiators and pipes"
X18,Contact with other specified hot objects
X19,"Contact with other specified hot metal, molten material, steam and hot objects"
X23,Contact with venomous arthropods
X25,Contact with other specified venomous animals
X29,Contact with other and unspecified venomous animals
X30,Exposure to natural excessive heat
X31,Exposure to excessive cold
X32,Exposure to sunstroke
X42,Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens]
X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
X45,"Accidental poisoning by and exposure to other specified drugs, medicaments and biological substances"
X47,Accidental poisoning by and exposure to other gases and vapours
X49,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances
X50,"Overexertion, strenuous or repetitive movements"
X58,Exposure to other specified factors
X59,Accidental exposure to other and unspecified factors
X60,Intentional self-harm by alcohol
X61,"Intentional self-harm by antiepileptic, sedative-hypnotic and anti-parkinsonism drugs"
X62,Intentional self-harm by narcotics and psychodysleptics [hallucinogens]
X64,"Intentional self-harm by other and unspecified drugs, medicaments and biological substances"
X65,Intentional self-harm by other and unspecified chemicals and noxious substances
X78,Intentional self-harm by sharp object
X99,Assault by other and unspecified sharp object
Y00,Assault by blunt object
Y04,Assault by bodily force
Y07,Perpetrator of maltreatment and neglect
Y09,"Unspecified event, undetermined intent"
Y15,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"
Y28,Contact with or exposure to heat
Y34,"Unspecified event, undetermined intent"
Y40,"Antibiotics, systemic"
Y44,Cardiovascular agents
Y47,Other systemic and haematological agents
Y49,Agents primarily affecting the cardiovascular system
Y52,Agents primarily affecting the gastrointestinal system
Y57,Other and unspecified drugs and biological substances
Y59,Other and unspecified vaccines and biological substances
Y60,"Unintended cut, puncture, perforation or haemorrhage during surgical and medical care"
Y77,Other and unspecified surgical devices and materials associated with adverse incidents
Y79,Other and unspecified medical devices associated with adverse incidents
Y83,"Other surgical procedures and surgical operations as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y84,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y86,Sequelae of other external causes
Y88,"Sequelae of medical and surgical care as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y90,Evidence of alcohol involvement determined by blood alcohol level
Y96,"Other problem related to medical devices and materials, not elsewhere classified"
Y98,Other specified factors as the cause of diseases classified elsewhere
Z00,Encounter for general examination without complaint suspected or reported diagnosis
Z01,Encounter for other special examination without complaint suspected or reported diagnosis
Z02,Encounter for administrative examination
Z03,Encounter for medical observation for suspected diseases and conditions ruled out
Z04,Encounter for examination and observation for other reasons
Z08,Encounter for follow-up examination after completed treatment for malignant neoplasm
Z09,Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm
Z10,Encounter for routine child health examination
Z11,Encounter for screening for infectious and parasitic diseases
Z12,Encounter for screening for malignant neoplasms
Z13,Encounter for screening for other diseases and disorders
Z20,Contact with and exposure to communicable diseases
Z21,Asymptomatic human immunodeficiency virus [HIV] infection status
Z22,Carrier of infectious disease
Z23,Encounter for immunization
Z24,Need for immunization against plague
Z25,Need for immunization against plague
Z26,Need for immunization against diphtheria
Z27,Need for immunization against cholera
Z28,Immunization not carried out
Z29,Encounter for other prophylactic measures
Z30,Encounter for contraceptive management
Z31,Encounter for procreative management
Z32,Encounter for pregnancy test and childbirth and childcare instruction
Z33,Pregnant state
Z34,Encounter for supervision of normal pregnancy
Z35,Encounter for supervision of high-risk pregnancy
Z36,Encounter for antenatal screening of mother
Z37,Outcome of delivery
Z39,Encounter for maternal postpartum care and examination
Z40,Encounter for prophylactic surgery
Z41,Encounter for procedures for purposes other than remedying health state
Z42,Encounter for plastic and reconstructive surgery following medical procedure or healed injury
Z43,Encounter for attention to artificial openings
Z45,Encounter for adjustment and management of implanted device
Z46,Encounter for fitting and adjustment of other prosthetic devices
Z47,Orthopedic aftercare
Z48,Encounter for other postprocedural aftercare
Z49,Encounter for care involving renal dialysis
Z50,Care involving use of rehabilitation procedures
Z51,Encounter for other aftercare and medical care
Z52,Donors of organs and tissues
Z53,"Persons encountering health services for specific procedures and treatment, not carried out"
Z54,Convalescence
Z55,Problems related to education and literacy
Z56,Problems related to employment and unemployment
Z59,Problems related to housing and economic circumstances
Z60,Problems related to social environment
Z61,Problems related to negative life events in childhood
Z62,Problems related to upbringing circumstances
Z63,"Other problems related to primary support group, including family circumstances"
Z64,Problems related to certain psychosocial circumstances
Z65,Problems related to other psychosocial circumstances
Z70,Counseling related to sexual attitude behavior and orientation
Z71,"Persons encountering health services for other counseling and medical advice, not elsewhere classified"
Z72,Problems related to lifestyle
Z73,Problems related to life management difficulty
Z74,Problems related to dependence on carer
Z75,Problems related to medical facilities and other health care
Z76,Persons encountering health services in other circumstances
Z80,Family history of primary malignant neoplasm
Z81,Family history of mental and behavioural disorders
Z82,Family history of certain disabilities and chronic diseases leading to disablement
Z83,Family history of other specific disorders
Z85,Personal history of malignant neoplasm
Z86,"Personal history of certain chronic diseases, not elsewhere classified"
Z87,Personal history of other diseases and conditions
Z88,"Family history of allergy to drugs, medicaments and biological substances"
Z89,Acquired absence of limb
Z90,"Acquired absence of organs, not elsewhere classified"
Z91,"Personal history of risk factors, not elsewhere classified"
Z92,Personal history of medical treatment
Z93,Artificial opening status
Z94,Transplanted organ and tissue status
Z95,Presence of cardiac and vascular implants and grafts
Z96,Presence of other functional implants
Z97,Presence of other devices
Z98,Other postprocedural states
Z99,"Dependence on enabling machines and devices, not elsewhere classified"
